,Unnamed: 0,content
1756,1756,　　原标题：足协5大举措力保12强赛备战
1757,1757,　　国足目标仍是“出线”
1758,1758,　　本报讯(记者  肖赧)昨天，中国足协通过其官网透露，通过5大举措确保国足12强赛备战与参赛工作。足协相关人士表示，虽然国足在12强赛上半程比赛中仅取得2个积分，但中国足协和以里皮为首的国足教练组仍将“出线”作为下半程比赛的唯一目标。
1759,1759,　　中国足协称，2016年中国足协在确保国足12强赛备战和竞赛的基础上，大力推进国家足球队改革发展，在国家队保障体系建设、教练团队建设等方面，进行了积极的探索和尝试。协会特推出5大举措确保国足12强赛备战与参赛工作。一是成立了由足协主席蔡振华担任组长的国足12强赛备战参赛领导小组，设立参赛体系和保障体系。二是先后组织协会老领导王俊生、阎世铎、韦迪及前国家队主帅戚务生、教练员金志扬等元老开会，提供意见和建议；三是召集包括成耀东、范志毅、李霄鹏、郝伟等多名中生代教练员、前职业球员代表为国家队献计献策；四是蔡振华主席亲自主持召开俱乐部投资人座谈会，将国家队、俱乐部、运动员打造成三位一体的“利益共同体”，树立大国家队概念和国家意识；五是协会副主席李毓毅带领相关人员对16家中超俱乐部进行实地走访调研，与俱乐部一起寻找利益共同点，凝聚国家共识，塑造“国家队意识”，建立“大国家队”体系。
1760,1760,　　据介绍，中国足协根据国家队需求为球队组建后勤团队、技术团队、科研医务团队、情报信息团队、高原训练专家团队和赛事保障团队等。此外，足协还协商各家俱乐部、联赛赞助商、媒体转播商等，调整了部分中超联赛赛程，为国家队预留出更多的集训时间，做好备战工作。与保险机构成功洽谈，“失能险”解除了运动员因伤病造成的收入损失，免除运动员后顾之忧。
1761,1761,　　外媒关注足协公布中超新规：上场外援限3人
1762,1762,　　责任编辑：郭庆娜
1763,1763,　　核心提示：2017年赛季开始时，中超联赛球队的外籍球员上场规定变为累计3人次，此前，每支球队累计最多可以有5名外援上场。
1764,1764,　　参考消息网1月17日报道 英媒称，中国足球管理机构推行新规定，进一步限制国内职业足球联赛球队的外援上场人数。
1765,1765,　　英国广播公司网站1月16日报道，2017年赛季开始时，中超联赛球队的外籍球员上场规定变为累计3人次，此前，每支球队累计最多可以有5名外援上场。
1766,1766,　　足协还规定，中超和中甲联赛球队必须在比赛日大名单中列入至少2名23岁以下的国内球员，并且其中一名U23球员必须首发上场。每支球队外籍球员注册的规定和人数则不变。
1767,1767,　　与此同时，中国足协的声明还表示，针对中超、中甲联赛近期出现的俱乐部非理性投资、高额支付国内、国际球员转会费和球员薪酬等情况，将出台一系列的措施，规范俱乐部的运营和管理。有关转会费和薪酬的措施，足协尚未公布。
1768,1768,　　英国《金融时报》网站1月16日报道，中国这种做法试图促进国内球员的发展、抑制各俱乐部过高的支出。中国足球俱乐部过高的支出已扭曲了全球转会市场，并加剧了对资本流出中国的担忧。
1769,1769,　　国家体育总局本月警告称，将采取行动降低花在外籍球员身上的开支。过去两年里，中国最高级别足球联赛“中超联赛”的各俱乐部引发了一波史无前例的转会热潮。
1770,1770,　　流入中国足球的投资激增了数十亿美元，花在收购球员上的钱只是其中一部分。
1771,1771,　　在3月份的新赛季开始前，当前转会窗口签署的几项转会协议大大突破了之前已经很高的纪录。
1772,1772,　　其中，上海上港俱乐部斥资6300万美元从切尔西买入巴西国脚奥斯卡，而同城对手上海绿地申花以据报每赛季逾2000万美元的薪酬与阿根廷前锋卡洛斯·特维斯签了为期两年的合同。
1773,1773,　　不过，这种势头受到了外界的质疑以及官方媒体的批评。
1774,1774,　　较早前，中国体育最高管理机构国家体育总局宣布将采取措施限制俱乐部高价引援，以及限制球员的过高收入。
1775,1775,　　英超俱乐部托特纳姆热刺的主教练毛里西奥·波切蒂诺警告称，中国俱乐部开价过高，似乎已“搅乱”了国际转会市场。
1776,1776,"　　,中超的外援名额"
1777,1777,　　·2017年赛季之前，中超联赛允许每支球队注册五名外籍球员，其中一名是亚洲外援
1778,1778,　　·旧的外援上场限制是实行“3+1”规定，即同一时间最多可以有三名外援加一名亚洲外援上场，而第五名外援可以在比赛中间替补登场，但必须替换一名对应的外援下场
1779,1779,　　·新规定下，不再设外援与亚洲外援之分，注册人数限制不变，但上场人数减为累计三人
1780,1780,　　·旧规定与亚足联冠军联赛的外援名额规定一致，新规定意味着参加以亚冠规格引援的球队在国内联赛须减少外援上场人数
1781,1781,"　　原标题：赴美接受髋关节手术 ,郎平续约前景尚不明朗"
1782,1782,　　本报讯(记者 李晖)上周日晚，在2016体坛风云人物颁奖礼上现身的前中国女排主帅郎平，昨日飞往美国准备接受右侧髋关节手术。临行前，郎平特意在其个人微博上发文向关心她和中国女排的球迷们表示感谢。但文中丝毫没有涉及众所关心的她是否继续执教中国女排的话题。
1783,1783,　　在央视2016年体坛风云人物评选活动中，郎平和她执教的中国女排成了最靓丽的焦点。她个人获得了最佳教练奖项，中国女排则获得了最佳团队和评委会大奖两个重头奖。昨天凌晨，郎平在其个人微博中发文，在表达了获奖心情的同时也透露，自己将前往美国做右侧髋关节手术。
1784,1784,　　在文中郎平写道：“再次获得最佳教练的殊荣，很开心，很感动……我这两天确实想了如果自己获奖，说点什么……一个奥运周期圆满结束，心里满满都是难忘的回忆……再过几个小时，我就要出发去美国接受右侧髋关节手术，对我来说又是一场新的战斗，我会常常想起2016年的美好，愿崭新的2017年，大家都能带着2016年的正能量，继续追求卓越，努力前行，做自己喜欢做的事，做更美好的自己！”
1785,1785,　　从去年里约奥运会结束后，关于郎平是否继续执教中国女排的猜测和呼声始终不断，而近期更是传出郎平有出任中国排协主席一职的可能。但时至今日，郎平本人仍未给出明确的回复，媒体和球迷们都要继续等待下去。
1786,1786,　　原标题：张帅、彭帅、段莹莹在澳网正赛首轮全部告捷
1787,1787,　　中国金花喜气满屏
1788,1788,　　2017澳大利亚网球公开赛的正赛昨天开赛，中国三位金花出战，全部告捷。借着喜讯，段莹莹公布了自己的另一半；张帅如愿“复仇”了2015年在温网击败自己的白俄罗斯新星萨斯诺维奇；彭帅更是击败了23号种子、俄罗斯天才少女卡萨金娜。和大赛所在地墨尔本的气温一样，小花在澳网的人气和士气一起提升。
1789,1789,"　,　两战送蛋双帅强势"
1790,1790,　　自从李娜退役，中国女网选手在大满贯赛场少有压倒性的比赛场面出现。今年的澳网首轮，彭帅和张帅双双送蛋给对手，强势晋级。从前没有晋级过澳网第二轮的段莹莹，也实现了突破。
1791,1791,　　女单首轮，彭帅的对手是23号种子俄罗斯新星卡萨金娜，外界对彭帅的晋级前景并不看好。当彭帅首盘送蛋横扫之后，卡萨金娜显得有些蒙。第二盘俄罗斯新星全力反扑，但彭帅还是成功破掉卡萨金娜两个发球胜盘局后，把比赛拖入了抢七局。从1比4落后，彭帅实现了7比5的大逆转。
1792,1792,　　俄罗斯姑娘刚刚在上周的悉尼赛上爆冷横扫世界第一科贝尔，是典型的跑不死，但本场较量，彭帅的跑动比对手更加积极。多拍相持中，卡萨金娜虽然占据一定优势，但彭帅都是在前几拍内确立了优势。
1793,1793,　　几朵金花中，段莹莹是率先登场的。她以两个6比3力挫斯洛伐克小将斯拉姆科娃，首次闯过澳网首轮。她的这次突破，意义堪比去年的张帅。
1794,1794,　　张帅对阵萨斯诺维奇的比赛，同样异常强势。张帅的一发得分率高达82%，同时还有3记ACE。最终她送给对手6比0和6比3的悬殊比分晋级。获胜后张帅认为，她在冬训后发球有了明显提升，“这么多年，发球都在脑海中重复，我要提高发球，一直感觉都没有什么实质性改变和突破，偶尔有一场球比较好，下一场球不太奏效了。但今年打了4场，我感觉发球这项技术掌握得越来越好了。”
1795,1795,　　段莹莹好事成双
1796,1796,　　第一次在澳网正赛上获胜后，28岁的段莹莹在微博晒出订婚钻戒，公布即将结婚的喜讯。原来获胜并不是唯一的好消息。
1797,1797,　　翻看段莹莹过去的微博不难发现，中国金花经常晒出和一位神秘男子的自拍，外界纷纷猜测这位身高192厘米的帅哥就是段莹莹的男友。如今，段莹莹也大方地晒出了自己和男友的亲密合照，正式公布恋情。此外，她还晒出了手上的钻石戒指，并配上结婚的表情包。
1798,1798,　　段莹莹是天津人，2006年首次参加职业比赛，在2015年温网首轮击败布沙尔后一战成名，去年她在南昌斩获了生涯第一个WTA女单冠军。今年在悉尼公开赛，她从资格赛打起闯进了生涯第一个顶级赛女单八强，目前排名正处于生涯新高NO.87。
1799,1799,"　,　张帅受赞助商热捧"
1800,1800,　　在网球赛场上，衡量一个球员的热度，最好的标尺就是成绩。随着几位中国球员集体走强，媒体的关注度也随之提升。
1801,1801,　　去年在墨尔本，张帅历史性打进八强，创造了职业生涯的新高。今年除了张帅，几位金花也都表现出了火热的状态。
1802,1802,　　一年前，张帅的世界排名还是第133位，如今她排名上升至第23位，而且以种子身份出战大满贯赛事，这一切让张帅难以置信。随着排名提升的，还有媒体和赞助商的追捧。有意思的是，因为张帅赞助商的要求，澳网组委会临时在张帅的赛后发布会上，在背景板上新加了一张赞助商标板，由两位澳网工作人员用手举高，当做背景。
1803,1803,　　张帅清楚，如今的热度来自于成绩和排名，这让她渴望更多的胜利和更高的排名。“排名从第133位到第23位，从资格赛种子到正赛种子，这些在一年前都是不可能想象的。这让我对胜利充满渴望，我不会满足现状的排名和成绩，希望自己能够越来越强。”
1804,1804,　　文/本报记者 褚鹏
1805,1805,　　原标题：刘诗雯解禁归队
1806,1806,　　本报讯(记者  刘艾林)昨天，被中国乒乓球队队内禁赛三个月的刘诗雯正式解禁，已开始随队恢复正常训练。中国女乒主帅孔令辉表示，刘诗雯已经深刻意识到了自己的错误，可以重新归队。
1807,1807,　　在去年10月份的世界杯赛之前，刘诗雯因为自己的身体状况出现了一些问题而产生了畏战情绪，在孔令辉的劝说下依然没有代表中国队参赛，世界杯女乒冠军也旁落他国，被日本队小将平野美宇获得。中国队于是对刘诗雯做出了暂停她一切国际比赛的处罚决定，刘诗雯也因此错过了国际乒联巡回赛总决赛的比赛。据一些媒体报道，受到处罚后的刘诗雯尽管马上就表示“认识到自己的错误了，恳请国家队再给我一次机会，我想继续为国征战东京奥运会”，但国家队还是没有让她马上回归。刘诗雯自己也承认，她对未来的认识有些模糊不清，甚至都想过退役不打了。不过刘诗雯还是克服了思想上的问题，投入到乒超联赛中并表现出色，帮助武汉队获得了2016年女乒联赛的团体冠军。据了解，刘诗雯已经在1月3日队伍集中的时候做了深刻检查，孔令辉则在昨日正式宣布刘诗雯得到“解禁”，开始跟着队伍一起进行冬训。
1808,1808,"　　原标题：西甲 ,皇马不败被终结"
1809,1809,　　本报讯(记者  张巍)皇马终于输球了：昨天凌晨在西甲联赛中，塞维利亚在主场2比1战胜皇马，终结了银河战舰的不败纪录。目前皇马少赛1场仅以1分优势领跑。
1810,1810,　　皇马之前在正式比赛中40场不败，追平了诺丁汉森林的纪录，但是谁也没想到，在皮兹胡安球场他们会遭遇到塞维利亚的顽强阻击。事实上，几天前双方刚刚进行了一场国王杯的较量，在那场比赛中，皇马尽管取得3比3的平局，但是很大程度上要感谢运气：如果不是本泽马最后时刻破门得分，皇马在那场比赛就已经输了。而昨天凌晨，运气眷顾了塞维利亚，C罗一度利用点球让皇马取得领先，但拉莫斯先是自摆乌龙将比分变成1比1平，而伤停补时阶段进球再次出现，只不过这次庆祝的不是皇马而是塞维利亚，刚刚加盟球队的约维蒂奇禁区外远射得分。皇马有不少次利用最后时刻的进球扳平甚至逆转，但是昨天他们却被对手绝杀，齐达内的球队只能眼睁睁看着各项赛事不败的纪录停留在40场。
1811,1811,"　　,中新网,1月17日电 近日，由JJ比赛与全国17家省级电视台联合举办的2016年度《全国电视牌王争霸赛》完美落幕。在最受瞩目的冠军争夺战中，广东队力克北京队和贵州队，成功加冕2016年度总冠军，获得“牌王”称号！"
1812,1812,　　相比去年的成绩，广东队和北京队延续辉煌，更进一步，名次提升，分别从亚军和季军跃升为冠军和亚军，实力可见一斑。而贵州队则是一匹“黑马”，从去年的第8名跃升至第3名。内蒙古队也隐隐有“黑马”之势，今年第一次组队参赛便取得第4名的好成绩，令人刮目相看。
1813,1813,　　《全国电视牌王争霸赛》汇聚了全国各地的斗地主高手，个个牌技过人。参赛选手中不乏多次获得全国斗地主比赛冠军的高手、稳居JJ比赛全平台排行榜前列的选手和电视棋牌节目的“明星选手”。
1814,1814,　　高手云集的比赛自然是十分激烈，各队伍交替领先，战况焦灼。这不，去年的总冠军山东队遗憾止步于第9名，被强大的“后起之秀”们“冲到沙滩上”了。不过，新旧交替的产生本身就意味着“活力”和“激情”，这就是竞技比赛的魅力——没有谁是永远领先的，也没有谁会永远落后，只要肯拼搏，总有机会赢！
1815,1815,　　2016年《全国电视牌王争霸赛》是JJ比赛与全国17家省级电视台联合主办的“二打一”真人秀扑克牌挑战赛节目，覆盖全国16个省及直辖市，横跨网络、地面、电视三大平台，历时9个月，总奖金高达百万。
1816,1816,　　这是JJ比赛为全国棋牌爱好者倾力打造的竞技舞台，在这里每一位棋牌爱好者都有可能获得冠军，成就非凡。希望2017年能有更多的棋牌爱好者和斗地主高手参与到比赛中来，亲身体验竞技的快乐，为团队的荣誉而战！
1817,1817,蔡振华谈国足：不能因输了几场球就看不到进步
1818,1818,　　原标题：足协联赛新规 废了“93届”肥了“94后”？
1819,1819,　　作为“99年龄段中超第一人”，单欢欢没有和国安续约。球队必须为新赛季储备“94后”人才。图/视觉中国
1820,1820,　　昨日，中国足协正式下发通告——中国足协将对中超、中甲联赛部分相关规程内容进行调整。在2017赛季中超联赛中，上场的外籍运动员(含亚足联会员协会所属运动员)为累计3人次。在2017赛季中超、中甲联赛中，上场运动员名单中应列入至少2名U23国内运动员，其中一名U23球员应为首发。如果说第一条还不会对联赛造成很大影响的话，第二条则可能引发一些新问题，而相应的预案并未出台。
1821,1821,　　U23球员或引发哄抢
1822,1822,　　2016赛季中超赛场上涌现一些天价外援。在去年末联赛间歇期，中超的天价外援纪录又被打破。反观国足却在世预赛12强赛的征程中磕磕绊绊，前途未卜。国奥、国青在预选赛中的表现又令人大跌眼镜。在这样的情况下，意在保护本土球员、培养新人的足协“新政”宣告出台。
1823,1823,　　足协在昨日发布的公告中称：在2017赛季中超、中甲联赛中，上场运动员名单中应列入至少两名U23国内运动员(1994年1月1日后出生)，其中一名U23国内运动员应该为首发。
1824,1824,　　消息一出，引发了不少争论。主要还是集中在U23球员强制上场的这一条中。其实，有不少U23球员听闻这个消息之后，都拍手称快。在海外锻炼多年的年轻队员也迎来了一次机会。据统计，目前在欧洲俱乐部一线队中注册的94年龄段以下的球员共有79人。不难想象，他们即将成为各支中超球队争抢的对象。
1825,1825,　　比如韦世豪、唐诗等人一直都是中超球队关注的对象。在此之前，他们都曾十分坚定地表达过要在海外继续锻炼的意愿。但眼下中超有稳定的踢球机会，又有着可以预见的高薪，他们还会在海外继续学习深造吗？
1826,1826,　　由于首发球员中必须有一名U23队员的强制规定，这势必导致后备人才储备不足的俱乐部在短时间内疯狂追逐优秀的U23人才。由于不少俱乐部青训不力，这部分人才本就十分稀少，94后球员供不应求，身价可能会虚高。
1827,1827,　　而实际上，从中超各队的人员储备来看，“93一代”原本是各队人手最齐整的。不过这批球员现在成了夹层人群。新政实施后，各队优先使用的年轻队员只能是94年以后的，那留给“93一代”的机会就更少了。还有更现实的疑问是，如果U23球员必须登场，在一些位置上，亦有可能压缩具备准国脚水平球员的生存空间，那接下来的12强赛又该如何是好？
1828,1828,　　此外，倘若一些俱乐部发生94后球员全部受伤无法上场的情况，这又该如何处理，会不会影响联赛正常进行？足协并没有给出相应预案。
1829,1829,"　,　国安U23储备捉襟见肘"
1830,1830,　　新政一出，各家俱乐部的投资人、球队教练团队都在紧急商讨应对新政的方案。北京中赫国安也不例外。虽然俱乐部高层对于有利于中国足球中长期发展的规则表示支持，而且中赫集团在入主国安后曾明确表示，未来将在青训方面有所侧重，但当下还是要解决现实问题。
1831,1831,　　青训并非一日之功，人才不可能一夜间冒出来。而国安在U23的人才储备上家底不算厚，如何更好地适应2017赛季，是一个不小的难题。
1832,1832,　　正在海口冬训的国安预备队已经连续约战了几支球队。新帅何塞在抵达海口后，负责一线队训练之余，他也会观看预备队的比赛，挑选可用之才。何况新政一出，何塞势必要为家底不厚且流失了张呈栋、郎征等当打主力的国安纳新。
1833,1833,　　目前，国安阵中的94后有巴顿(1995年)、张瑀(1994年)、朱朝庆(1995年)、盛鹏飞(1996年)、魏鑫(1995年)、张岩(1997年)，而刚刚在一线队中拥有一席之地的杜明洋“不幸”为1993年出生，没有赶上政策的红利，不然以他的能力，应该可以占据一个位置。
1834,1834,　　2016赛季中超一线队94后球员报名名单中，国安仅有单欢欢、魏鑫、张岩3人。在93后球员上场时间占比中，国安排名倒数第二，仅在上海申花之上。
1835,1835,　　这3人中，单欢欢没有参加国安的冬训。去年国安在伤兵满营，锋线位置上一度无人可用之际，单欢欢迎来登场机会，并成了“99年龄段中超第一人”。但此后，他因为伤病缺席了亚青赛。同时，他与国安的合同在2016年年底已到期，双方并没有续约。张岩则在国安冬训开始几天后赶到，但在前不久的一堂训练课中受伤，留队的情形也不明朗。
1836,1836,　　国安预备队以97年龄段球员为主，主要任务是备战今年全运会。在前一段时间的冬训里，何塞从中抽调了几名球员，和一队一起合练。不过从目前来看，因为全运会任务和球员本身的年龄问题，小队员很难出现在一线队中。
1837,1837,　　专题采写/新京报记者 房亮
1838,1838,"　　,中新社,武汉1月17日电 (记者 王曦)第十届中国足球协会第三次会员大会17日在武汉召开。针对国家队在十二强赛不尽如人意的表现，中国足协主席蔡振华表示：“不能因为输了几场球就看不到自己的进步。”"
1839,1839,　　截至目前，十二强赛赛程过半，国足五战难求一胜，二平三负小组垫底。虽然意大利著名教头里皮成为新任主帅，但国家队的成绩并未得到迅速改观。
1840,1840,　　对此，蔡振华表示，去年9月开始的十二强赛，国足面对韩国和伊朗两支强队，取得了一平一负的成绩，场上表现和精神面貌得到了多数球迷的肯定。然而在压力之下，球队技战术落后和心理上的顽疾又重新出现，重压之下球队发挥失常，走到了出线告急的局面。随后，媒体和球迷中间弥漫着悲观的情绪，甚至出现了质疑改革的声音。”
1841,1841,　　“但事实果真如此吗？我认为不是。”蔡振华强调，国足成绩只是衡量改革成果的标准之一，但不是唯一的标准。蔡振华表示，不能仅仅因为输了几场球，就看不到自己取得的进步，足协也不能有唯国家队的建设思路。
1842,1842,　　蔡振华说：“在男足方面，到2016年底排名第82位，比两年前上升了15位，并时隔15年再次进入到争夺世界杯出线资格的最后阶段。女足方面，2015年、2016年连续打进世界杯和奥运会八强，在重返世界一流强队行列的道路上正在不断缩小差距，逐步迈向前进。”(完)
1843,1843,　　昨天，中国足协关于中超中甲联赛改革的新政正式公布，确定了在2017赛季中超联赛中，上场的外籍运动员（含亚足联会员协会所属运动员）为累计三人次，外籍运动员（含亚足联会员协会所属运动员）注册、报名的规则、数量不变；在2017赛季中超、中甲联赛中，上场运动员名单中应列入至少二名U23国内运动员（1994年1月1日后出生），其中一名U23国内运动员应为首发运动员。而新政缘何能够实施，实施后各家中超俱乐部又会有什么影响和举措呢？扬子晚报记者也进行了相关的了解。 扬子晚报记者 张昊
1844,1844,　　“新掌门”是狠角色
1845,1845,　　足篮排旧习他要一起“杀”
1846,1846,　　任何改革，都需要一名有权力的“勇士”。中国足球改革以及未来篮球、排球和其他体育项目也都面临着大刀阔斧的改变，这离不开一个人，刚刚上任一个半月的体育总局局长苟仲文。“点名姚明能当篮协主席”“足管中心正式裁撤”“运动员出身的李玲蔚当选中国奥委会副主席”……苟仲文上任国家体育总局局长以来，已经让外界感受到他将改革进行到底的决心和行动。
1847,1847,　　能够初到贵宝地便大刀阔斧，苟仲文让人看起来是一个狠角色。而这个狠，在他的履历中已不是头回。早在2000年10月任中国电子信息产业发展研究院院长时，苟仲文对赛迪集团进行了股份化改制，成功帮助赛迪集团上市，这也被认为是他拥有体制内改革经验的优势。在担任北京教育工委书记期间，2013年，苟仲文大刀砍向英语，拟降低中高考英语的总分，增加语文考试分值。2014年，他铁腕取消国家部委、事业单位和央企与学校的“共建”协议，堵住特权入学通道。当时苟仲文也面临很大的阻力，他表示：“面对择校顽疾，我们等不起、拖不得，必须果断解决，当断必断。”
1848,1848,　　从未涉足体育领域，被外界认为苟仲文被选中，“不受各方利益牵绊”是主要原因。去年12月29日，苟仲文上任国家体育总局局长的见面会上，他几乎全程脱稿，而话题多是围绕着“改革”。尤其是点名篮管中心，直言不讳地说：“体育人做体育事，姚明就很适合做篮协主席”，而此时，篮管中心主任信兰成就坐在台下。上任之初，他曾告诫自己和身边人：“改革的第一步就是认清体育系统的复杂性。”在一次总局内部公开讲话时，当着各中心主任，苟仲文直言不讳，让坐在台下的各中心主任不敢多说一句话。上任后第一时间，苟仲文已与众多重点项目的负责人、教练员约谈，其中就包括中国女排主帅郎平，更与郎平单独深聊了近3个小时，极力挽留郎平留任的同时也倾听一线教练员在训练、比赛中遇到的问题。
1849,1849,　　重视青训者得利
1850,1850,　　鲁能外租球员待价而沽
1851,1851,　　除了这次具体颁布的规则外，中国足协针对中超、中甲联赛近期出现的俱乐部非理性投资、高额支付国内、国际球员转会费和球员薪酬等情况，将出台一系列的措施和举措，规范俱乐部的运营和管理。
1852,1852,　　此外，中国足协将通过对俱乐部青训、基地等方面提出明确要求，打击阴阳合同、签字费等违规违法行为，在俱乐部属地化的基础上，完成俱乐部股份多元化、名称中性化，规范俱乐部财务制度、进行第三方审计，制定俱乐部财务标准等多项有效配套工作，促进俱乐部实现独立自主的健康运营，提升自身管理运营能力，以保证职业联赛长期稳定发展。
1853,1853,　　此次颁布的新政，力度非常大，早些年，中国足协也曾颁布过俱乐部必须用年轻队员首发的政策，那些年中国足坛涌现了1981到1986出生的一批不错的选手。而这次足协的U23新政可谓是几家欢乐几家愁，比如山东鲁能和天津权健，权健拥有95的刘奕鸣和晏紫豪，以及96的张修维，他们都是冲超主力和功臣，未来两到三年权健高枕无忧。鲁能青训此前还发布了一个名单，不算张源书等海外球员，鲁能94到97年龄段的球员多达15人，除了自用，鲁能还可以开个“U23超市”，然后标上高价，或租或转。
1854,1854,　　举个例子，由于河北华夏幸福的五个内援名额也已经用完，这样就逼迫华夏幸福必须不惜代价拿下上赛季租借在队、今年引进不占名额的高准翼和周煜辰，估计山东鲁能将会在这里掌握到相当大的主动，获得比较大的利益。
1855,1855,　　以往，很多中超俱乐部都讥笑鲁能一线队的高投入低回报，但他们又很少能像鲁能这样，既在一线队身上花钱，也在青训上持之以恒的投入。长达18年对青训的坚持和努力，让鲁能坐收政策红利。如果有的俱乐部捉襟见肘，其实只需要送上一句话便可：“为何这么多年，你们不好好搞青训呢？”
1856,1856,　　江苏U23缺“货”
1857,1857,　　中甲海归悍将随队试训
1858,1858,　　相比鲁能，其他地区的青训都比较薄弱，江苏也不例外。苏宁集团接手江苏足球之后，希望接轨国米先进的青训体系，在本土青训上有所突破，怎奈足协的新政来的太快，让仅仅进入第二个赛季的苏宁必须匆忙进入“外引内挖”的节奏中去。
1859,1859,　　目前，球队中有一名条件不错的球员正在试训。高天意，籍贯大连，1998年7月1日出生，身高185cm，体重79kg，司职中场。过往代表西班牙科内利亚E队征战加泰罗尼亚U19乙级联赛，2016年，高天意结束3年的留洋生涯加盟深圳足球俱乐部，将身披7号战袍。被誉为上赛季深足最佳引援的高天意，虽然只有18岁，但在深足的比赛中出场16次，6次首发1次打满全场，在为球队做出贡献的同时，也获得非常宝贵的锻炼机会。
1860,1860,　　而在海南集训的队伍中，还有一位来自武汉的小将钟屹。他1995年出生，司职左边后卫，是队中同龄球员中的佼佼者。上赛季，扬子晚报记者在场边看过他的一些训练，印象深刻，崔龙洙也经常把他从预备队调上来，陪一线队训练。
1861,1861,　　WPT泰国、柬埔寨赛精彩收官亚洲版图再扩张
1862,1862,　　近日，WPT泰国赛、WPT柬埔寨赛相继落下帷幕，为WPT第15赛季的东南亚之行画上圆满句号，这也是WPT继中国、韩国、菲律宾之后于亚洲开拓的第四和第五个国家站点，为全球竞技扑克爱好者带来了一场酣畅的跨年狂欢。
1863,1863,　　其中，WPT泰国赛于2016年12月22-29日举行，阿根廷选手Andres Korn夺冠。在1月13日，WPT柬埔寨赛在柬埔寨西哈努克的魁尼可精彩落幕，来自法国的Benjamin Gonzva取得最终胜利。
1864,1864,　　在WPT泰国和柬埔寨两站赛事中，来自北美洲、欧洲、亚洲超过几十个国籍的选手同场竞技，比赛现场总能同时有不少于十种语言交织响起，在泰国和柬埔寨赛的决赛桌上，更上演了6名选手来自5个国家的“小联合国”荣誉之战，扑克俨然成为一种共通的语言将大家带入了更纯粹的竞技中。
1865,1865,　　WPT泰国赛及柬埔寨赛两站赛事横跨圣诞、新年两个节日，为让选手在紧张刺激的比赛之余充分放松，12月24日晚，WPT泰国赛特别准备了丰盛的自助及圣诞派对；1月8日晚，WPT柬埔寨赛则精心策划了一场海边派对，现场乐队、歌手、热辣舞者和香槟美酒惊喜不断。
1866,1866,　　竞技扑克为时下风头正夯的全球智力运动，拥有无以计数的爱好者，创办于2002年的WPT目前在全球已拥有70多个分站赛，其制作的竞技扑克电视节目通过媒体播出，覆盖全球150多个国家和地区，并在FOX Sports收视排名第一。泰国、柬埔寨两站赛事的成功举办是WPT在亚洲的全新探索和人气验证，更是扑克竞技作为全球智力体育跨越种族、国界的精彩魅力呈现。
1867,1867,　　□本报记者 魏若涛
1868,1868,　　在恐慌、争议还伴有谩骂声中，中国足协昨天公布了2017年中超、中甲的“新政”。简单解读就是外援注册5人，上场人数累计3人；18人名单必须有两个U23以下球员，比如今年是1994年1月1日以后出生，明年就是1995年以后，逐年类推，而且其中一人必须首发。
1869,1869,　　“新政”引起如此大争议，从球迷和俱乐部角度讲，限制外援人数，意味着球队实力打折扣、比赛质量下降、球市也将受影响，对于蒸蒸日上的中超、中甲来说，或许是一盆冷水。但对于中国足球未来发展，特别是本土年轻球员成长、成才来讲，无疑是件好事，集中体现就是国足的成绩，这是中国足球的晴雨表。
1870,1870,　　刚刚接到了足协“新政”的相关文件，永昌俱乐部相关人员，便开始商讨球队调整和应对之策。据了解，永昌队目前U23岁以下球员，多数集中在预备队，而王子豪、谭想等是为数不多能跻身一线阵容的球员。即使这样，在新赛季中甲激烈竞争的现实中，他们能否首发甚至出场，依然是未知数。而困扰永昌队的难题，在中甲绝非个例，除了杭州绿城、上海申鑫两家青训相对较好的俱乐部，其他球队都面临着年轻新秀不堪重任的局面。
1871,1871,　　预想与现实之间的矛盾，在中超更多集中在外援方面。“新政”对于外援的人数限制，影响最大的是亚外，许多亚外将因此打道回府或无球可踢。最典型的是上港刚刚引进的乌兹别克斯坦球星艾赫迈多夫，由于外援人数限制，他要与胡尔克、奥斯卡、埃尔克森三名世界级球星竞争，很可能被打入“冷宫”——新赛季将面临长期坐冷板凳的尴尬。为引强援大把烧钱的上港等豪门，现在估计只有哭的份儿。不过，这项新政对于国足未来的规划，是具有推动和配合的作用。目前在国足，张玉宁、王靖斌等新秀已让国足尝到了甜头，无论如何，“新政”最终的效果，很令人期待。
1872,1872,　　1月15日，由联众主办的“2016联众斗地主黄金联赛”总决赛在天津电视台举行，并通过天津体育频道《旗开得胜》节目进行了直播。在近5个小时、90副牌局的比拼之后，来自河北的选手刘洪腾力挫群雄，将年度壕礼“一公斤黄金”收入囊中，深圳的高文龙、天津的赵雪静分获亚军、季军。
1873,1873,　　本次总决赛会师的9名实力战将历经线上海选与线下半决赛的重重考验，从近500万选手中脱颖而出。总决赛分为三场小组赛及上、下半场两场决赛，采取抽签方式分组。刘洪腾所在的第3场小组赛“巧遇”上季冠军朱磊，起初，朱磊凭借稳定发挥在本小组领跑，之后却因和另一位选手的配合策略出现问题，被处于地主位的刘洪腾反将一军。刘洪腾由此从小组赛中突围，并凭借此优势在下半场赛事中顺利夺冠。
